기준시점,시군구,읍면동,세대수,등록인구,등록인구 남,등록인구 여,한국인,한국인 남,한국인 여,외국인,외국인 남,외국인 여,세대당인구,65세이상 고령자
2017,용인시 처인구,모현읍,11033,27969,14961,13008,26461,13928,12533,1508,1033,475,2.4,3617
2017,용인시 처인구,이동읍,8527,22208,11561,10647,21086,10732,10354,1122,829,293,2.5,3158
2017,용인시 처인구,남사면,3189,7734,4395,3339,6901,3683,3218,833,712,121,2.2,1745
2017,용인시 처인구,원삼면,3579,8461,4512,3949,7863,4079,3784,598,433,165,2.2,1905
2017,용인시 처인구,백암면,4200,9374,5107,4267,8790,4624,4166,584,483,101,2.1,2210
2017,용인시 처인구,양지면,7862,18864,10047,8817,18267,9613,8654,597,434,163,2.3,2469
2017,용인시 처인구,중앙동,10874,26563,13426,13137,24841,12518,12323,1722,908,814,2.3,2910
2017,용인시 처인구,역삼동,13915,36548,18387,18161,36013,18114,17899,535,273,262,2.6,3186
2017,용인시 처인구,유림동,11752,33295,16816,16479,32808,16555,16253,487,261,226,2.8,3166
2017,용인시 처인구,동부동,5785,14690,7538,7152,14090,7221,6869,600,317,283,2.4,1816
2017,용인시 기흥구,신갈동,13768,37219,18487,18732,36314,18011,18303,905,476,429,2.6,4239
2017,용인시 기흥구,영덕동,16129,45275,22489,22786,44921,22313,22608,354,176,178,2.8,3723
2017,용인시 기흥구,구갈동,11637,28121,14126,13995,27309,13732,13577,812,394,418,2.3,2653
2017,용인시 기흥구,상갈동,17409,46691,23532,23159,46186,23276,22910,505,256,249,2.7,5555
2017,용인시 기흥구,기흥동,8541,22741,11307,11434,22471,11141,11330,270,166,104,2.6,2718
2017,용인시 기흥구,서농동,10476,26559,13536,13023,25667,13143,12524,892,393,499,2.5,1424
2017,용인시 기흥구,구성동,14421,40703,19711,20992,40565,19659,20906,138,52,86,2.8,5827
2017,용인시 기흥구,마북동,11856,33065,16218,16847,32931,16163,16768,134,55,79,2.8,5182
2017,용인시 기흥구,동백동,26708,81561,39939,41622,81180,39767,41413,381,172,209,3,6511
2017,용인시 기흥구,상하동,8866,25457,12478,12979,25261,12366,12895,196,112,84,2.8,2777
2017,용인시 기흥구,보정동,12954,36855,18082,18773,36624,17977,18647,231,105,126,2.8,5227
2017,용인시 수지구,풍덕천1동,14401,37314,18626,18688,36849,18416,18433,465,210,255,2.6,3894
2017,용인시 수지구,풍덕천2동,14873,43140,21161,21979,42894,21046,21848,246,115,131,2.9,3657
2017,용인시 수지구,신봉동,12832,38031,18487,19544,37944,18434,19510,87,53,34,3,4893
2017,용인시 수지구,죽전1동,20668,60315,29345,30970,59116,28867,30249,1199,478,721,2.9,6304
2017,용인시 수지구,죽전2동,7435,19433,9558,9875,19352,9521,9831,81,37,44,2.6,2075
2017,용인시 수지구,동천동,13468,36897,18206,18691,36543,18035,18508,354,171,183,2.7,3845
2017,용인시 수지구,상현1동,16606,48114,23355,24759,47958,23290,24668,156,65,91,2.9,5256
2017,용인시 수지구,상현2동,11036,33813,16450,17363,33766,16434,17332,47,16,31,3.1,4483
2017,용인시 수지구,성복동,13005,38822,18664,20158,38677,18590,20087,145,74,71,3,6653
2018,용인시 처인구,포곡읍,13770,34167,17672,16495,33404,17211,16193,763,461,302,2.4,3963
2018,용인시 처인구,모현읍,11071,27717,14782,12935,26107,13689,12418,1610,1093,517,2.4,3795
2018,용인시 처인구,이동읍,8490,21544,11257,10287,20397,10408,9989,1147,849,298,2.4,3290
2018,용인시 처인구,남사면,8549,21216,11002,10214,20351,10306,10045,865,696,169,2.4,3050
2018,용인시 처인구,원삼면,3695,8603,4615,3988,7959,4147,3812,644,468,176,2.2,1989
2018,용인시 처인구,백암면,4247,9265,5121,4144,8606,4575,4031,659,546,113,2,2289
2018,용인시 처인구,양지면,7821,18627,9940,8687,17976,9465,8511,651,475,176,2.3,2583
2018,용인시 처인구,중앙동,11147,26642,13449,13193,24662,12441,12221,1980,1008,972,2.2,3112
2018,용인시 처인구,역삼동,16304,42942,21696,21246,42276,21325,20951,666,371,295,2.6,3662
2018,용인시 처인구,유림동,12441,34331,17355,16976,33814,17085,16729,517,270,247,2.7,3386
2018,용인시 처인구,동부동,5765,14295,7377,6918,13566,6964,6602,729,413,316,2.4,1909
2018,용인시 기흥구,신갈동,14002,36954,18482,18472,35965,17966,17999,989,516,473,2.6,4471
2018,용인시 기흥구,영덕동,16234,44567,22093,22474,44241,21945,22296,326,148,178,2.7,4018
2018,용인시 기흥구,구갈동,16507,40490,20292,20198,39484,19770,19714,1006,522,484,2.4,3466
2018,용인시 기흥구,상갈동,17288,45777,23081,22696,45235,22803,22432,542,278,264,2.6,5854
2018,용인시 기흥구,기흥동,8398,22116,11058,11058,21854,10891,10963,262,167,95,2.6,2847
2018,용인시 기흥구,서농동,10685,26844,13641,13203,25922,13225,12697,922,416,506,2.4,1542
2018,용인시 기흥구,구성동,14535,40083,19404,20679,39941,19352,20589,142,52,90,2.7,6083
2018,용인시 기흥구,마북동,11964,32741,16026,16715,32601,15959,16642,140,67,73,2.7,5401
2018,용인시 기흥구,동백동,26893,81335,39759,41576,80973,39605,41368,362,154,208,3,6905
2018,용인시 기흥구,상하동,8949,25320,12400,12920,25092,12263,12829,228,137,91,2.8,2944
2018,용인시 기흥구,보정동,13013,36625,17940,18685,36411,17840,18571,214,100,114,2.8,5327
2018,용인시 수지구,풍덕천1동,14331,36300,18132,18168,35755,17864,17891,545,268,277,2.5,4064
2018,용인시 수지구,풍덕천2동,15056,43192,21082,22110,42956,20979,21977,236,103,133,2.9,3733
2018,용인시 수지구,신봉동,13063,38127,18476,19651,38037,18431,19606,90,45,45,2.9,5135
2018,용인시 수지구,죽전1동,20621,59202,28712,30490,57859,28194,29665,1343,518,825,2.8,6476
2018,용인시 수지구,죽전2동,7479,19100,9452,9648,19011,9414,9597,89,38,51,2.5,2115
2018,용인시 수지구,동천동,15299,41385,20360,21025,41013,20174,20839,372,186,186,2.7,4386
2018,용인시 수지구,상현1동,17502,49721,24121,25600,49568,24056,25512,153,65,88,2.8,5512
2018,용인시 수지구,상현2동,11132,33418,16281,17137,33365,16258,17107,53,23,30,3,4574
2018,용인시 수지구,성복동,13886,40876,19603,21273,40725,19522,21203,151,81,70,2.9,7185
2019,용인시 처인구,포곡읍,13924,33705,17512,16193,32950,17023,15927,755,489,266,2.37,4170
2019,용인시 처인구,모현읍,11264,27325,14544,12781,25737,13483,12254,1588,1061,527,2.28,3976
2019,용인시 처인구,이동읍,8543,21360,11185,10175,20176,10306,9870,1184,879,305,2.36,3447
2019,용인시 처인구,남사면,9480,23762,12267,11495,22881,11589,11292,881,678,203,2.41,3301
2019,용인시 처인구,원삼면,3901,8870,4777,4093,8223,4292,3931,647,485,162,2.11,2125
2019,용인시 처인구,백암면,4337,9178,5130,4048,8467,4527,3940,711,603,108,1.95,2358
2019,용인시 처인구,양지면,8203,19091,10191,8900,18445,9722,8723,646,469,177,2.25,2796
2019,용인시 처인구,중앙동,11335,26300,13357,12943,24265,12238,12027,2035,1119,916,2.14,3198
2019,용인시 처인구,역삼동,17263,44498,22424,22074,43763,22001,21762,735,423,312,2.54,3991
2019,용인시 처인구,유림동,13527,36327,18348,17979,35708,18011,17697,619,337,282,2.64,3744
2019,용인시 처인구,동부동,5767,14090,7307,6783,13281,6842,6439,809,465,344,2.3,2066
2019,용인시 기흥구,신갈동,15651,39958,19999,19959,38953,19472,19481,1005,527,478,2.49,4884
2019,용인시 기흥구,영덕동,17671,47348,23468,23880,47013,23328,23685,335,140,195,2.66,4449
2019,용인시 기흥구,구갈동,17515,43136,21537,21599,42098,21016,21082,1038,521,517,2.4,3745
2019,용인시 기흥구,상갈동,18211,47303,23790,23513,46833,23549,23284,470,241,229,2.57,6173
2019,용인시 기흥구,기흥동,8354,21313,10621,10692,21048,10448,10600,265,173,92,2.52,3010
2019,용인시 기흥구,서농동,10636,26321,13374,12947,25365,12931,12434,956,443,513,2.38,1695
2019,용인시 기흥구,구성동,14706,39716,19231,20485,39561,19173,20388,155,58,97,2.69,6363
2019,용인시 기흥구,마북동,12044,32477,15902,16575,32319,15834,16485,158,68,90,2.68,5642
2019,용인시 기흥구,동백동,28055,82922,40400,42522,82577,40267,42310,345,133,212,2.94,8117
2019,용인시 기흥구,상하동,9027,25097,12280,12817,24874,12151,12723,223,129,94,2.76,3167
2019,용인시 기흥구,보정동,13034,36279,17736,18543,36038,17627,18411,241,109,132,2.76,5537
2019,용인시 수지구,풍덕천1동,14987,36536,18251,18285,36007,18005,18002,529,246,283,2.4,4255
2019,용인시 수지구,풍덕천2동,14959,42320,20712,21608,42070,20605,21465,250,107,143,2.81,3744
2019,용인시 수지구,신봉동,13193,38017,18489,19528,37915,18438,19477,102,51,51,2.87,5283
2019,용인시 수지구,죽전1동,20750,58535,28260,30275,57156,27705,29451,1379,555,824,2.75,6787
2019,용인시 수지구,죽전2동,7477,18792,9289,9503,18685,9241,9444,107,48,59,2.5,2228
2019,용인시 수지구,동천동,17314,46338,22804,23534,45942,22613,23329,396,191,205,2.65,5058
2019,용인시 수지구,상현1동,17581,49086,23808,25278,48909,23736,25173,177,72,105,2.78,5751
2019,용인시 수지구,상현2동,11583,34208,16654,17554,34141,16626,17515,67,28,39,2.95,4828
2019,용인시 수지구,성복동,16588,48383,23230,25153,48209,23147,25062,174,83,91,2.91,7929
2020,용인시 처인구,포곡읍,14372,34052,17744,16308,33300,17230,16070,752,514,238,2.32,4433
2020,용인시 처인구,모현읍,11783,27580,14697,12883,26202,13729,12473,1378,968,410,2.22,4259
2020,용인시 처인구,이동읍,8796,21348,11185,10163,20265,10372,9893,1083,813,270,2.3,3623
2020,용인시 처인구,남사면,9759,24352,12454,11898,23547,11849,11698,805,605,200,2.41,3479
2020,용인시 처인구,원삼면,4013,8826,4737,4089,8252,4302,3950,574,435,139,2.06,2230
2020,용인시 처인구,백암면,4431,9134,5126,4008,8461,4561,3900,673,565,108,1.91,2499
2020,용인시 처인구,양지면,8794,19667,10543,9124,19084,10131,8953,583,412,171,2.17,2984
2020,용인시 처인구,중앙동,11758,26438,13450,12988,24635,12458,12177,1803,992,811,2.1,3450
2020,용인시 처인구,역삼동,18199,45320,22744,22576,44675,22398,22277,645,346,299,2.45,4334
2020,용인시 처인구,유림동,13925,36515,18449,18066,35949,18148,17801,566,301,265,2.58,4076
2020,용인시 처인구,동부동,5854,13920,7226,6694,13128,6796,6332,792,430,362,2.24,2212
2020,용인시 기흥구,신갈동,15976,39725,19838,19887,38844,19365,19479,881,473,408,2.43,5237
2020,용인시 기흥구,영덕1동,11659,30943,15361,15582,30729,15271,15458,214,90,124,2.64,2708
2020,용인시 기흥구,영덕2동,7104,17715,8775,8940,17623,8736,8887,92,39,53,2.48,2130
2020,용인시 기흥구,구갈동,17811,42923,21416,21507,42070,20974,21096,853,442,411,2.36,4019
2020,용인시 기흥구,상갈동,6155,13686,7050,6636,13432,6931,6501,254,119,135,2.18,1914
2020,용인시 기흥구,보라동,12396,33866,16817,17049,33685,16723,16962,181,94,87,2.72,4639
2020,용인시 기흥구,기흥동,8634,21591,10715,10876,21332,10546,10786,259,169,90,2.47,3272
2020,용인시 기흥구,서농동,11374,26642,13656,12986,25962,13312,12650,680,344,336,2.28,1891
2020,용인시 기흥구,구성동,14888,39523,19097,20426,39372,19040,20332,151,57,94,2.64,6692
2020,용인시 기흥구,마북동,12193,32549,15910,16639,32392,15838,16554,157,72,85,2.66,5848
2020,용인시 기흥구,동백1동,11508,33192,15946,17246,33055,15903,17152,137,43,94,2.87,3112
2020,용인시 기흥구,동백2동,9140,27329,13417,13912,27235,13374,13861,94,43,51,2.98,2654
2020,용인시 기흥구,동백3동,8592,23614,11473,12141,23521,11432,12089,93,41,52,2.74,3523
2020,용인시 기흥구,상하동,9228,25189,12342,12847,24970,12220,12750,219,122,97,2.71,3402
2020,용인시 기흥구,보정동,13321,36833,18110,18723,36613,17998,18615,220,112,108,2.75,5702
2020,용인시 수지구,풍덕천1동,15782,37225,18516,18709,36762,18307,18455,463,209,254,2.33,5004
2020,용인시 수지구,풍덕천2동,15037,41909,20547,21362,41680,20442,21238,229,105,124,2.77,3771
2020,용인시 수지구,신봉동,13429,38281,18595,19686,38172,18543,19629,109,52,57,2.84,5552
2020,용인시 수지구,죽전1동,21007,57750,27772,29978,56882,27442,29440,868,330,538,2.71,7189
2020,용인시 수지구,죽전2동,7557,18632,9194,9438,18533,9151,9382,99,43,56,2.45,2327
2020,용인시 수지구,동천동,18877,49943,24621,25322,49521,24413,25108,422,208,214,2.62,5619
2020,용인시 수지구,상현1동,17711,48818,23605,25213,48649,23535,25114,169,70,99,2.75,5858
2020,용인시 수지구,상현2동,11698,34148,16625,17523,34092,16604,17488,56,21,35,2.91,4979
2020,용인시 수지구,성복동,17758,51729,24860,26869,51552,24773,26779,177,87,90,2.9,8475
2021,용인시 처인구,포곡읍,14592,34202,17761,16441,33495,17300,16195,707,461,246,2.34,4691
2021,용인시 처인구,모현읍,12407,28376,15077,13299,27119,14224,12895,1257,853,404,2.29,4556
2021,용인시 처인구,이동읍,9057,21517,11266,10251,20446,10468,9978,1071,798,273,2.38,3789
2021,용인시 처인구,남사읍,9873,24654,12613,12041,23904,12065,11839,750,548,202,2.5,3615
2021,용인시 처인구,원삼면,4068,8797,4700,4097,8278,4305,3973,519,395,124,2.16,2336
2021,용인시 처인구,백암면,4500,9011,5065,3946,8394,4555,3839,617,510,107,2,2524
2021,용인시 처인구,양지면,9257,20038,10749,9289,19493,10363,9130,545,386,159,2.16,3222
2021,용인시 처인구,중앙동,12250,26769,13673,13096,25010,12718,12292,1759,955,804,2.19,3635
2021,용인시 처인구,역북동,13834,32442,16392,16050,31872,16097,15775,570,295,275,2.35,2956
2021,용인시 처인구,삼가동,4840,12723,6238,6485,12637,6201,6436,86,37,49,2.63,1635
2021,용인시 처인구,유림동,14339,36851,18619,18232,36320,18337,17983,531,282,249,2.57,4373
2021,용인시 처인구,동부동,6031,13978,7280,6698,13230,6870,6360,748,410,338,2.32,2392
2021,용인시 기흥구,신갈동,16134,39021,19502,19519,38287,19122,19165,734,380,354,2.42,5417
2021,용인시 기흥구,영덕1동,11721,30590,15202,15388,30389,15116,15273,201,86,115,2.61,2942
2021,용인시 기흥구,영덕2동,7214,17593,8683,8910,17504,8645,8859,89,38,51,2.44,2260
2021,용인시 기흥구,구갈동,18097,42552,21298,21254,41715,20866,20849,837,432,405,2.35,4248
2021,용인시 기흥구,상갈동,6165,13425,6931,6494,13188,6821,6367,237,110,127,2.18,1963
2021,용인시 기흥구,보라동,12434,33460,16532,16928,33285,16450,16835,175,82,93,2.69,4891
2021,용인시 기흥구,기흥동,8953,21863,10871,10992,21625,10718,10907,238,153,85,2.44,3503
2021,용인시 기흥구,서농동,11960,26948,13853,13095,26296,13548,12748,652,305,347,2.25,2015
2021,용인시 기흥구,구성동,15483,40400,19472,20928,40258,19418,20840,142,54,88,2.61,7140
2021,용인시 기흥구,마북동,12323,32144,15706,16438,32008,15647,16361,136,59,77,2.61,6043
2021,용인시 기흥구,동백1동,11633,32836,15730,17106,32702,15694,17008,134,36,98,2.82,3278
2021,용인시 기흥구,동백2동,9350,27357,13433,13924,27264,13387,13877,93,46,47,2.93,2878
2021,용인시 기흥구,동백3동,9815,26571,12911,13660,26473,12868,13605,98,43,55,2.71,3944
2021,용인시 기흥구,상하동,9215,24733,12043,12690,24535,11937,12598,198,106,92,2.68,3593
2021,용인시 기흥구,보정동,13347,36431,17874,18557,36213,17762,18451,218,112,106,2.73,5793
2021,용인시 수지구,풍덕천1동,15833,36648,18232,18416,36189,18038,18151,459,194,265,2.31,5114
2021,용인시 수지구,풍덕천2동,14951,41220,20261,20959,41003,20175,20828,217,86,131,2.76,3873
2021,용인시 수지구,신봉동,13407,37929,18363,19566,37827,18310,19517,102,53,49,2.83,5649
2021,용인시 수지구,죽전1동,10732,29989,14401,15588,29168,14105,15063,821,296,525,2.79,4253
2021,용인시 수지구,죽전2동,7703,18471,9141,9330,18387,9107,9280,84,34,50,2.4,2455
2021,용인시 수지구,죽전3동,10656,27400,13136,14264,27063,13007,14056,337,129,208,2.57,3352
2021,용인시 수지구,동천동,19117,50108,24665,25443,49723,24478,25245,385,187,198,2.62,5977
2021,용인시 수지구,상현1동,6754,20511,9804,10707,20422,9775,10647,89,29,60,3.04,2901
2021,용인시 수지구,상현2동,11528,33334,16173,17161,33287,16158,17129,47,15,32,2.89,5029
2021,용인시 수지구,상현3동,11114,27994,13529,14465,27895,13488,14407,99,41,58,2.52,3116
2021,용인시 수지구,성복동,18805,54779,26400,28379,54604,26316,28288,175,84,91,2.91,8912
2022,용인시 처인구,포곡읍,14680,34119,17665,16454,33508,17302,16206,611,363,248,2.32,4939
2022,용인시 처인구,모현읍,12333,28120,14919,13201,26726,13971,12755,1394,948,446,2.28,4779
2022,용인시 처인구,이동읍,9209,21760,11471,10289,20536,10545,9991,1224,926,298,2.36,4012
2022,용인시 처인구,남사읍,9844,24498,12583,11915,23713,11991,11722,785,592,193,2.49,3810
2022,용인시 처인구,원삼면,3970,8574,4622,3952,8022,4187,3835,552,435,117,2.16,2363
2022,용인시 처인구,백암면,4500,8995,5103,3892,8296,4518,3778,699,585,114,2,2611
