번호,기준년월,시도코드,시도이름,시군구코드,시군구이름,행정동코드,행정동이름,법정동코드,법정동이름,출생년도,인구수
2748,22-Jan,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,1991,128
2749,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011300,덕명동,1982,113
2750,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,1988,83
2751,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,1966,93
2752,22-Jan,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,1941,41
2753,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,1979,241
2754,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,1971,28
2755,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011600,복용동,2012,6
2756,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,1959,253
2757,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010800,세동,1996,1
2758,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2015,154
2759,22-Jan,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,1999,280
2760,22-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동,1996,6
2761,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013200,하기동,2022,3
2762,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,1994,121
2763,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013700,안산동,1953,4
2764,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010700,성북동,2006,1
2765,22-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,1997,447
2766,22-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013500,신봉동,1983,43
2767,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013700,안산동,1936,1
2768,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,1935,18
2769,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,1938,11
2770,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,1979,148
2771,22-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동,2019,9
2772,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동,1945,1
2773,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011300,덕명동,1915,1
2774,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010700,성북동,2000,2
2775,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010600,계산동,1985,139
